pl_name,soltype,disc_refname,hd_name,pl_masse,pl_orbper,discoverymethod,cb_flag,sy_dist,pl_insol
Kepler-763 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,1.196552045,Transit,false,962.4590000,974.09
Kepler-949 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,8.689302376666666666666666667,Transit,false,486.1050000,58.44
Kepler-1126 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,108.59285210333333333333333333,Transit,false,635.7360000,4.55
Kepler-323 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,344.15000,1.678261682,Transit,false,454.8830000,1837.165
Kepler-103 b,Published Confirmed,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,9.75000,15.965340503333333333333333333,Transit,false,494.8320000,150.22
HD 63433 c,Published Confirmed,<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..179M/abstract target=ref>Mann et al. 2020</a>,HD 63433,,20.544929333333333333333333333,Transit,false,22.4035000,
NGTS-12 b,Published Confirmed,<a refstr=BRYANT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.2785B/abstract target=ref>Bryant et al. 2020</a>,,66.10864,7.53300300,Transit,false,446.4420000,416.00
NGTS-18 b,Published Confirmed,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,,129.99182,3.05125000,Transit,false,1096.1900000,845.00
AU Mic c,Published Confirmed,<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>,HD 197481,15.133333333333333333333333333,18.85900275,Transit,false,9.7221000,
Kepler-78 b,Published Confirmed,<a refstr=SANCHIS_OJEDA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...774...54S/abstract target=ref> Sanchis-Ojeda et al. 2013 </a>,,2.6910228571428571428571428571,0.35500558125,Transit,false,124.3760000,4070.00
Kepler-454 c,Published Confirmed,<a refstr=GETTEL_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...816...95G/abstract target=ref>Gettel et al. 2016</a>,,,524.04500000,Radial Velocity,false,230.8690000,
HD 213472 b,Published Confirmed,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,HD 213472,,17000.00000000,Radial Velocity,false,64.4527000,
Kepler-595 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,17.40000,25.30290509,Transit,false,643.0090000,17.38
Kepler-511 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,296.637585275,Transit,false,651.9990000,4.21
K2-275 c,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,,8.43879725,Transit,false,123.4380000,
KMT-2019-BLG-0298L b,Published Confirmed,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,,577.07044333333333333333333333,,Microlensing,false,6710.0000000,
HD 207496 b,Published Confirmed,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,HD 207496,6.10000,6.44100800,Transit,false,23.6060000,72.90
K2-38 b,Published Confirmed,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,,11.51745,4.01600000,Transit,false,192.6900000,465.475
K2-38 c,Published Confirmed,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,,8.533333333333333333333333333,10.56101750,Transit,false,192.6900000,128.15
K2-12 b,Published Confirmed,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5.20000,8.28219875,Transit,false,326.3810000,247.50
Kepler-323 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,43.25000,3.5538551933333333333333333333,Transit,false,454.8830000,675.005
TOI-1695 b,Published Confirmed,<a refstr=KIEFER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221106205K/abstract target=ref>Kiefer et al. 2022</a>,,5.93000,3.13427905,Transit,false,45.1309000,33.00
Kepler-107 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,3.65500,3.1800135728571428571428571429,Transit,false,525.9970000,1124.19
EPIC 220674823 b,Published Confirmed,<a refstr=ADAMS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...82A/abstract target=ref>Adams et al. 2017</a>,,8.32250,0.57125875,Transit,false,244.5900000,4481.50
OGLE-2018-BLG-1212L b,Published Confirmed,<a refstr=GOULD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..13G/abstract target=ref>Gould et al. 2022</a>,,62.294368,,Microlensing,false,1550.0000000,
OGLE-2018-BLG-1126L b,Published Confirmed,<a refstr=GOULD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..13G/abstract target=ref>Gould et al. 2022</a>,,16.844903333333333333333333333,,Microlensing,false,5690.0000000,
Kepler-409 b,Published Confirmed,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,14.00000,68.9584128025,Transit,false,68.1730000,6.155
TOI-778 b,Published Confirmed,<a refstr=CLARK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..207C/abstract target=ref>Clark et al. 2023</a>,HD 115447,878.00000,4.63361100,Transit,false,161.7430000,
EPIC 229004835 b,Published Confirmed,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,10.40000,16.14113200,Transit,false,121.9710000,69.70
AU Mic b,Published Confirmed,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,HD 197481,16.48000,8.463089928571428571428571429,Transit,false,9.7221000,
K2-111 b,Published Confirmed,<a refstr=FRIDLUND_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A..16F/abstract target=ref>Fridlund et al. 2017</a>,,6.49000,5.35154325,Transit,false,200.3940000,490.00
HATS-56 b,Published Confirmed,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,,191.33366,4.32478255,Transit,false,564.4090000,
Kepler-454 b,Published Confirmed,<a refstr=GETTEL_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...816...95G/abstract target=ref>Gettel et al. 2016</a>,,6.0977933333333333333333333333,10.573132765,Transit,false,230.8690000,116.985
HIP 116454 b,Published Confirmed,<a refstr=VANDERBURG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...59V/abstract target=ref>Vanderburg et al. 2015</a>,,11.54440,9.111966666666666666666666667,Transit,false,62.4491000,51.40
VHS J125601.92-125723.9 b,Published Confirmed,<a refstr=GAUZA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...96G/abstract target=ref>Gauza et al. 2015</a>,,7964.810878,5800000.00000000,Imaging,true,,
Kepler-107 d,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5.75000,7.958244028333333333333333333,Transit,false,525.9970000,330.555
Kepler-21 b,Published Confirmed,<a refstr=HOWELL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..123H/abstract target=ref> Howell et al. 2012 </a>,HD 179070,7.66000,2.785798586,Transit,false,108.5220000,2885.095
Kepler-109 c,Published Confirmed,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,15.00000,21.222639411666666666666666667,Transit,false,474.8610000,89.96
Kepler-109 b,Published Confirmed,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,6.10000,6.48163061,Transit,false,474.8610000,437.165
EPIC 220674823 c,Published Confirmed,<a refstr=ADAMS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...82A/abstract target=ref>Adams et al. 2017</a>,,6.80000,13.338969285714285714285714286,Transit,false,244.5900000,67.00
K2-167 b,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,HD 212657,6.50000,9.978014625,Transit,false,80.8994000,273.00
K2-222 b,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,8.70000,15.388152666666666666666666667,Transit,false,101.3210000,96.00
YZ Cet b,Published Confirmed,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,,,1.9861766666666666666666666667,Radial Velocity,false,3.7120700,8.21
YZ Cet c,Published Confirmed,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,,,2.2907066666666666666666666667,Radial Velocity,false,3.7120700,4.72
CoRoT-7 b,Published Confirmed,<a refstr=LEGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..287L/abstract target=ref> Leger et al. 2009 </a>,,7.24935875,0.85362873375,Transit,false,159.9060000,
CoRoT-7 c,Published Confirmed,<a refstr=QUELOZ_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..303Q/abstract target=ref> Queloz et al. 2009 </a>,,11.749666666666666666666666667,3.6983333333333333333333333333,Radial Velocity,false,159.9060000,
OGLE-2014-BLG-0319L b,Published Confirmed,<a refstr=MIYAZAKI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..123M/abstract target=ref>Miyazaki et al. 2022</a>,,181.16219,,Microlensing,false,7730.0000000,
CoRoT-7 d,Published Confirmed,<a refstr=JOHN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1794J/abstract target=ref>John et al. 2022</a>,,17.14200,8.96600000,Radial Velocity,false,159.9060000,
OGLE-2019-BLG-0362L b,Published Confirmed,<a refstr=CHUNG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220804230C/abstract target=ref>Chung et al. 2022</a>,,1048.833745,,Microlensing,false,5830.0000000,
Kepler-1673 b,Published Confirmed,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,,,33.788769765,Transit,false,727.1870000,
TOI-519 b,Published Confirmed,<a refstr=PARVIAINEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..16P/abstract target=ref>Parviainen et al. 2021</a>,,2298.387275,1.26523280,Transit,false,115.5570000,
Kepler-1760 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,38.32613656,Transit,false,,
Kepler-1665 b,Published Confirmed,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,,,11.95477732,Transit,false,335.5150000,
Kepler-1808 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,23.34027349,Transit,false,1022.0100000,
Kepler-1863 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,44.997725115,Transit,false,865.5460000,
Kepler-1733 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,9.22957993,Transit,false,2080.5100000,
K2-391 b,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,,4.62265400,Transit,false,507.9400000,
Kepler-1935 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,3.95140004,Transit,false,904.7020000,
HD 106252 b,Published Confirmed,<a refstr=FISCHER_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002PASP..114..529F/abstract target=ref> Fischer et al. 2002 </a>,HD 106252,3178.28407,1559.40000000,Radial Velocity,false,38.1850000,
Kepler-394 d,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,5.61358023,Transit,false,1058.7200000,
Kepler-1767 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,59.65849534,Transit,false,820.5060000,
Kepler-716 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,10.371657646666666666666666667,Transit,false,635.0090000,42.49
Kepler-244 d,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,15.20000,20.050504366,Transit,false,1036.4900000,31.27
Kepler-327 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,20.30000,5.2122304314285714285714285714,Transit,false,241.9870000,23.165
Kepler-1670 b,Published Confirmed,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,,,20.49988180,Transit,false,2065.9800000,
Kepler-1723 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,39.752782965,Transit,false,811.2780000,
Kepler-1850 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,1.38580000,Transit,false,250.1990000,
Kepler-1874 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,56.57340248,Transit,false,408.0070000,
HD 164922 c,Published Confirmed,<a refstr=FULTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...46F/abstract target=ref>Fulton et al. 2016</a>,HD 164922,,75.77400000,Radial Velocity,false,22.0016000,6.29
Kepler-1722 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,9.178570045,Transit,false,772.2830000,
Kepler-1934 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,1.41975999,Transit,false,428.5140000,
Kepler-1085 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,219.32157016666666666666666667,Transit,false,1364.5300000,2.06
HIP 107772 b,Published Confirmed,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,,,55.19900000,Radial Velocity,false,23.6434000,
KMT-2022-BLG-0440L b,Published Confirmed,<a refstr=ZHANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1376Z/abstract target=ref>Zhang et al. 2023</a>,,15.35000,,Microlensing,false,3500.0000000,
TOI-4010 e,Published Confirmed,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,,,762.00000000,Radial Velocity,false,177.5040000,0.15
WD 1856+534 b,Published Confirmed,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.585..363V/abstract target=ref>Vanderburg et al. 2020</a>,,4386.05400,1.40794050,Transit,false,24.7359000,0.18
WASP-131 b,Published Confirmed,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,,85.81410,5.3220192333333333333333333333,Transit,false,200.0750000,
TOI-1749 d,Published Confirmed,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,,15.00000,9.04970000,Transit,false,99.5561000,
TOI-2081 b,Published Confirmed,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,,,10.50534000,Transit,false,62.3446000,8.10
TOI-4010 d,Published Confirmed,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,,38.15000,14.70886000,Transit,false,177.5040000,30.00
HD 62364 c,Published Confirmed,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,HD 62364,7923.46219,74839.94555000,Radial Velocity,false,53.1120000,
TOI-1694 b,Published Confirmed,<a refstr=VAN_ZANDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...60V/abstract target=ref>Van Zandt et al. 2023</a>,,26.10000,3.77016450,Transit,false,124.6800000,
TOI-1694 c,Published Confirmed,<a refstr=VAN_ZANDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...60V/abstract target=ref>Van Zandt et al. 2023</a>,,,389.20000000,Radial Velocity,false,124.6800000,
WISE J033605.05-014350.4 b,Published Confirmed,<a refstr=CALISSENDORFF_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...947L..30C/abstract target=ref>Calissendorff et al. 2023</a>,,2622.08436,2560.00000000,Imaging,false,,
TOI-715 b,Published Confirmed,<a refstr=DRANSFIELD_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230506206D/abstract target=ref>Dransfield et al. 2023</a>,,,19.28800400,Transit,false,42.4048000,0.67
TOI-2337 b,Published Confirmed,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,508.52545,2.99432000,Transit,false,536.0460000,
TOI-1298 b,Published Confirmed,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,,113.14691,4.53716400,Transit,false,319.0360000,
TOI-1296 b,Published Confirmed,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,,94.71287,3.94437150,Transit,false,323.2650000,
HAT-P-59 b,Published Confirmed,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,,489.45575,4.14197705,Transit,false,265.4710000,441.40
HD 62364 b,Published Confirmed,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,HD 62364,5685.9502033333333333333333333,12569.434156666666666666666667,Radial Velocity,false,53.1120000,0.07
TOI-139 b,Published Confirmed,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,,11.07085000,Transit,false,42.4061000,
TOI-1749 c,Published Confirmed,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,,14.00000,4.49290000,Transit,false,99.5561000,
TOI-1246 b,Published Confirmed,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,,8.10000,4.30744000,Transit,false,169.4220000,196.00
WASP-186 b,Published Confirmed,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,,1341.24260,5.02679910,Transit,false,278.5140000,
TOI-672 b,Published Confirmed,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,,3.63357500,Transit,false,66.9071000,
TOI-913 b,Published Confirmed,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,,11.09864400,Transit,false,65.1769000,
TOI-2194 b,Published Confirmed,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,,15.33759700,Transit,false,19.5711000,
TOI-2443 b,Published Confirmed,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,,15.66949400,Transit,false,23.9258000,
TOI-2459 b,Published Confirmed,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,,19.10471800,Transit,false,36.6113000,
TOI-3082 b,Published Confirmed,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,,1.92690700,Transit,false,113.0480000,
TOI-4308 b,Published Confirmed,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,,9.15120100,Transit,false,108.9320000,
TOI-5704 b,Published Confirmed,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,,3.77111600,Transit,false,89.6370000,
TOI-5803 b,Published Confirmed,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,,5.38305000,Transit,false,84.0126000,
KMT-2019-BLG-1216L b,Published Confirmed,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,,33.462792857142857142857142857,,Microlensing,false,2740.0000000,
KMT-2019-BLG-2783L b,Published Confirmed,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,,368.68095,,Microlensing,false,5910.0000000,
OGLE-2019-BLG-0249L b,Published Confirmed,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,,2251.305738,,Microlensing,false,6370.0000000,
OGLE-2019-BLG-0679L b,Published Confirmed,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,,1061.54688,,Microlensing,false,5630.0000000,
TOI-2498 b,Published Confirmed,<a refstr=FRAME_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1428F/abstract target=ref>Frame et al. 2023</a>,,34.62000,3.73825200,Transit,false,275.2650000,
Kepler-276 d,Published Confirmed,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,17.35000,48.647148402,Transit,false,1144.8600000,11.27
HD 18438 b,Published Confirmed,<a refstr=LEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023JKAS...56...35L/abstract target=ref>Lee et al. 2023</a>,HD 18438,,803.00000000,Radial Velocity,false,224.1460000,
Kepler-23 c,Published Confirmed,<a refstr=FORD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..113F/abstract target=ref> Ford et al. 2012 </a>,,459.15000,10.742280838,Transit,false,835.7560000,257.39
Kapteyn c,Published Confirmed,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443L..89A/abstract target=ref> Anglada-Escud&eacute; et al. 2014</a>,HD 33793,,121.54000000,Radial Velocity,false,3.9330500,
